"Title ID","Region","Name","PKG direct link","zRIF","Content ID","Last Modification Date","Original Name","File Size","SHA256","Required FW","App Version"
"PCSE00890","US","10 Second Ninja X","http://zeus.dl.playstation.net/cdn/UP4395/PCSE00890_00/UP4395-PCSE00890_00-10SECNINJAVITAUS_bg_1_97017d2fc8def61a2dbca9151ae7091b31242bf1.pkg","KO5ifR1dQ+eHBpgYW5pCTbWwBNtvaBDs6uzn6eflGOYZ4hgajM9/TNzJyfvaJt23m7FmXohfoMhojA9uAADMRhO8","UP4395-PCSE00890_00-10SECNINJAVITAUS","2018-07-17 14:56:43","","210196384","f6c3d28956fff0edc7d2735bb51eee7f3cd82d805dcad3fd40df5cf7eb5c99eb","3.6","1"
"PCSE00349","US","1001 Spikes","http://zeus.dl.playstation.net/cdn/UP2103/PCSE00349_00/oneMraZVABcmthdgwvoKVMXIqpXgyCrnKrRdTPfkpIZzAqJdfUONQAOsasQqRtua.pkg","KO5ifR1dQ+eHBhgZGhhDTTU2sQTZbwi0JzjA09s1OMwzxDHMEJ//QlSs/mitjt4v2Msker3w4P7RGB/cAADsshPb","UP2103-PCSE00349_00-1001SPIKESVITAV1","2018-06-08 16:12:14","","122689456","f2f6dc72afaab878b2bc8321de8d0b68699448626b5fa1ab7b3704d2281d85aa","3.12","1"
"PCSE00634","US","2013: Infected Wars","http://zeus.dl.playstation.net/cdn/UP2197/PCSE00634_00/UP2197-PCSE00634_00-2013IW0000100000_bg_1_8c0d5677d73dcb284c6ac852e6abeb85809d3503.pkg","KO5ifR1dQ+eHBhgZWppDTTUzNgHZb2RgaOwZDrYObCk+/wWf/qsinyt2+OOT/thLS65dGo3xwQ0AIn0VSQAA","UP2197-PCSE00634_00-2013IW0000100000","2018-05-03 06:04:19","","810648544","588166b1f0703df7acda3c64215e9c2ee74edd37f63bb235b8499cfa872481c4","3.36","1"
"PCSE00972","US","2064: Read Only Memories (3.61+!) [3.65]","http://zeus.dl.playstation.net/cdn/UP0436/PCSE00972_00/UP0436-PCSE00972_00-READONLYMEMORIES_bg_1_fb5bc16f6b69cd757003dacf4fdbfd514e79c129.pkg","KO5ifR1dQ+eHBhiYGJtBTbU0NwLZH+Tq6OLv5xPp6+rrH+TpGozPf4umd91bt4HhbG30g8Qvul18ozE+uAEAYbgV2wAA","UP0436-PCSE00972_00-READONLYMEMORIES","2018-03-10 23:44:05","","1388205632","7156d983f8f5832d371b11ef7277797f3a07165dc8bc87029b92912939d5026e","3.65","1"
"PCSE01169","US","36 Fragments of Midnight (3.61+!) [3.65]","http://zeus.dl.playstation.net/cdn/UP0891/PCSE01169_00/UP0891-PCSE01169_00-RATAG036FRAGMENT_bg_1_19b8927efe6bc4a4d3d4e07e6c28368c9ade8ede.pkg","KO5ifR1dQ+eHBhhYWEJNNTQ0swTZH+QY4uhuYGzmFuTo7uvqF4LPf+JpUZJdUS/ufUvY35KdW68yGuODGwAAHGEUjAAA","UP0891-PCSE01169_00-RATAG036FRAGMENT","2018-05-06 20:28:58","","65557536","0f92d49ff80d42b361d4768c8b6ff1b0400c44a6b4bea687b842d049fbf6ca79","3.65","1"
"PCSE01168","US","7'scarlet (3.61+!) [3.67]","http://zeus.dl.playstation.net/cdn/UP1024/PCSE01168_00/UP1024-PCSE01168_00-SEVENSCARLET0131_bg_1_a0dc91059d75e7765c2a1c1f3467812309346717.pkg","KO5ifR1dQ+eHBhgaGJlATDU0NLMA2R/sGubqF+zsGOTjGmJgaGyIz39fPq9wurNOdUkaz/2I6y2lGaMxPrgBADzgFc8A","UP1024-PCSE01168_00-SEVENSCARLET0131","2018-06-08 15:05:38","","1897984032","69d0c997a61afa11e4b04562c0f0a48a5d1eb7979e76fae676e5ba616a99b17a","3.67","1"
"PCSE00914","US","99Vidas (3.61+!) [3.65]","http://zeus.dl.playstation.net/cdn/UP2158/PCSE00914_00/UP2158-PCSE00914_00-99VIDASPSV160328_bg_1_ad990417846e05785002742c08565fa854f394b7.pkg","KO5ifR1dQ+eHBhgZmlpATbU0NAHZb2kZ5uniGBwQHGZoZmBsZIHPf1+V+M/JX/KMky7997xBTrCMstBi2TCaYmgLALC9FG0A","UP2158-PCSE00914_00-99VIDASPSV160328","2018-04-03 23:01:36","","869157952","4ddb516b189160b0d75ee4fb6fdec37b13e4c0730941945538ea04f69e972778","3.65","1"
"PCSE00726","US","A Boy and His Blob","http://zeus.dl.playstation.net/cdn/UP1012/PCSE00726_00/UP1012-PCSE00726_00-BOYANDBLOBVITA00_bg_1_bd2ea621ff759f1abdc61d15f7a7550ec018e5b5.pkg","KO5ifR1dQ+eHBhgaGBpBTTU3MgPZ7+Qf6ejn4uTj7xTmGQI0DJ//bDm2PNyza/Hkvaqar/O86iaMxvjgBgAdJBUk","UP1012-PCSE00726_00-BOYANDBLOBVITA00","2017-10-29 18:23:49","","1373426880","0d0f8330a355c097a0ef57fa8c1cc8e8cbab7a879f70e8f1a379a8d83f16481c","3.55","1"
"PCSE01095","US","A Hole New World (3.61+!) [3.69]","http://zeus.dl.playstation.net/cdn/UP3686/PCSE01095_00/UP3686-PCSE01095_00-AHOLENEWWVITAUSA_bg_1_b8f1ae4905a4d436a3dc835bd8d091a4ccf746ee.pkg","KO5ifR1dQ+eHBhibWZhBTDU0sDQF2+/h7+Pq5xoeHuYZ4hga7IjPf9/SRK3kj37fZz87vlRvX/qP0Rgf3AAA04oViQAA","UP3686-PCSE01095_00-AHOLENEWWVITAUSA","2019-10-09 01:35:20","A Hole New World","781749168","","3.69","1"
"PCSE01046","US","A Rose in the Twilight (3.61+!) [3.63]","http://zeus.dl.playstation.net/cdn/UP1063/PCSE01046_00/UP1063-PCSE01046_00-ROSE000000000001_bg_1_2f4e4b0aca386c5b3bb7f724cd97ca23e468f6c6.pkg","KO5ifR1dQ+eHBhgamBlDTDU0MDED2R/kD7YCbic+//m8fRYppPR8/fGd29dzbJngPhrjgxsAACpSFKkA","UP1063-PCSE01046_00-ROSE000000000001","2018-03-10 10:38:34","","955959904","49b9d031b9b1658779b229f004268c7a48343d84cbe3b44e280303871f4b87c7","3.63","1"
"PCSE00501","US","A Virus Named TOM","http://zeus.dl.playstation.net/cdn/UP2137/PCSE00501_00/UP2137-PCSE00501_00-AVNTGAMEBYMISFIT_bg_1_08dad5a59771dd86a6116bbf7d16802325ae82ab.pkg","KO5ifR1dQ+eHBhgZGptDTTU1MATbH+YX4u7o6+oU6esZ7OYZgs9/3VMvlbV97rnH/kz97IfNThWUhRbLhtEUQ1sAALu4F2kA","UP2137-PCSE00501_00-AVNTGAMEBYMISFIT","2017-09-26 00:00:00","","613597440","9aa1d9456541ae872d28a6600d18f44c8faf05bcaa528b74d0e5371784732506","3.5","1"
"PCSE01389","US","A Winter's Daydream (3.61+!) [3.69]","http://zeus.dl.playstation.net/cdn/UP1675/PCSE01389_00/UP1675-PCSE01389_00-SYPSVAWINTERSDAY_bg_1_3c676bab6f862949d1164d947481b97494a16642.pkg","KO5ifR1dQ+eHBhiamZtCTDU0trAE2R8cGRAc5hju6RfiGhTs4hiJz3/Rm9XKvNsetIgLf3pUarKlbTTGBzcAAFOzFTcA","UP1675-PCSE01389_00-SYPSVAWINTERSDAY","2019-10-09 01:35:20","A Winter's Daydream","258442128","","3.69","1"
"PCSE00232","US","A-men","http://zeus.dl.playstation.net/cdn/UP4176/PCSE00232_00/fgcTnrIklUaUeefOmUFQRYSqfpeYTPYGwiMvbYcdRZCwgiYCWHhjthMjiSJnWpXZ.pkg","KO5ifR1dQ+eHBpgYmptBTTUyNgLb7+vqZ4BkJz7/ff359JLOPsm4aT/L+Das6Lg5yKODeaSnRwDa9BWv","UP4176-PCSE00232_00-AMEN000000000001","2017-09-26 00:00:00","","262401104","c52526cdd6479630cf7d333dd1bd4998e92f5e8e65a9d618d48ba82d727a47fa","2.12","1"
"PCSE00324","US","A-men 2","http://zeus.dl.playstation.net/cdn/UP4176/PCSE00324_00/ZMJdMYoUilYrMpSGYwAGnclOSwewdxueFsBCngihCJJONojTDcropBGgfyJibHai.pkg","KO5ifR1dQ+eHBpgYmptBTTU2MgHb7+vqZ4RkJz7/uT0+N3uiisieiQWzmbb/fPVtNMYHNwAA6dMVIwAA","UP4176-PCSE00324_00-AMEN200000000001","2019-01-05 05:00:55","","254974400","6f246431224bb224a481114fb4a7ac60650cab7a4cfb1ac9b31dedb51efc4681","2.61","1"
"PCSE00871","US","A.W.: Phoenix Festa","http://zeus.dl.playstation.net/cdn/UP0700/PCSE00871_00/UP0700-PCSE00871_00-ASTERISK00000000_bg_1_af748ba4c776855bede51adf88c80eb9ca9f8c9f.pkg","KO5ifR1dQ+eHBoBcAjXVwtwQbH9wiGuQZ7A3zFJ8/rvnw6V95sEDd6sVL69Vbj56YzTGBzcAAGAhFfgA","UP0700-PCSE00871_00-ASTERISK00000000","2018-03-05 14:28:54","","1602808848","1985c3936d2c29f21ece8a1522602ba72e86bd2b406444b9f94ab8719b945a50","3.6","1"
"PCSE00278","US","Aabs Animals","http://zeus.dl.playstation.net/cdn/UP5013/PCSE00278_00/VtstxagVmKLseqLWfuwZBUwvZgXvTjoMoiwoHwsespKRodfwrokJroHblCeIasxt.pkg","KO5ifR1dQ+eHBpgaGBpDTTUytwDb7+gU7Ojn6evoEwy2FJ//lKtmOC9n4a6IYxVKnrTwhtJojA9uAAAlNBIw","UP5013-PCSE00278_00-AABSANIMALS00000","2018-12-23 03:03:49","","56325824","2c8c426b02be6a2bd63fa093d45d51bd86dae4ad95e57fe114b19864821a7de5","2.12","1"
"PCSE01071","US","Accel World vs Sword Art Online (3.61+!) [3.65]","http://zeus.dl.playstation.net/cdn/UP0700/PCSE01071_00/UP0700-PCSE01071_00-AWVSSAOMT0000000_bg_1_fabb4fa53d67b620126e07d3c0dd366dd4d0456b.pkg","KO5ifR1dQ+eHBoBcAjHV0MDcEGx/eFhwsKO/bwjUUnz+29NR0nq0aMKWU4qf//IoLp07GuODGwAAtDAVhgAA","UP0700-PCSE01071_00-AWVSSAOMT0000000","2018-03-10 10:38:34","","3174437536","7822ca2a5d9fe5168c74d59d7d8ef8df68cb917c8d5b7f7f67ceabe2bcebceb2","3.65","1"
"PCSE01356","US","Access Denied (3.61+!) [3.69]","http://zeus.dl.playstation.net/cdn/UP0891/PCSE01356_00/UP0891-PCSE01356_00-RATAACCESSDENIED_bg_1_608369de8958e541869c6e4e714f395904f7f836.pkg","KO5ifR1dQ+eHBhhYWEJNNTQ2NQPZH+QY4ujo7OwaHOzi6ufp6oLPf2GM1Z5xK74Hq7XH6R7NvfFqNMYHNwAANCMUmgAA","UP0891-PCSE01356_00-RATAACCESSDENIED","2019-02-06 04:43:42","","154794640","d77c5c94e987c2ccbdb695ca89ffd238d2cbdfaa3e3ca2867406e75216c90757","3.69","1"
"PCSE01448","US","Active Neurons (3.61+!) [3.69]","http://zeus.dl.playstation.net/cdn/UP1675/PCSE01448_00/UP1675-PCSE01448_00-SYPSVACTIVENEURO_bg_1_17481e5b6957711a921e05b013576ce32c5fe354.pkg","KO5ifR1dQ+eHBhiamZtCTDU0MbEA2R8cGRAc5ugc4hnm6ucaGuSPz39ix1WLWmZe/SnfJMzIkay9cjTGBzcAAOryE8AA","UP1675-PCSE01448_00-SYPSVACTIVENEURO","2020-05-16 21:59:37","Active Neurons","162734048","","3.69","1"
"PCSE01093","US","Active Soccer 2 DX (3.61+!) [3.65]","http://zeus.dl.playstation.net/cdn/UP3645/PCSE01093_00/UP3645-PCSE01093_00-ACTIVESOCCER2DXA_bg_1_1f890cca2fa892041c81e722828fcd36a1b4ce5d.pkg","KO5ifR1dQ+eHBhibmZhCTDU0sDQG2+8c4hnmGuzv7OwaZOQS4YjPf/ujQxRjF90vvrW2dKHZPlvP0Rgf3AAA51YU/wAA","UP3645-PCSE01093_00-ACTIVESOCCER2DXA","2019-01-05 04:56:03","","71483472","d173138856c7191670620a2d513745834c9b6bea74eda08204c9f931f42ffa88","3.65","1"
"PCSE00695","US","Actual Sunlight","http://zeus.dl.playstation.net/cdn/UP0763/PCSE00695_00/UP0763-PCSE00695_00-1234567812345678_bg_1_e91a6b823e8f38c705db38576c74f48c00b3f412.pkg","KO5ifR1dQ+eHBhiYmxlDTTWzNAXZb2hkbGJqZm4Bo/H5Lyt8p9HpA4efqrBLaU66fPQ5ZaHFsmE0xdAWAABBHxTd","UP0763-PCSE00695_00-1234567812345678","2017-09-26 00:00:00","","75548768","f2da01494016be5c40c78d4e5e51e49cdfae6dd96d6777f64acc5ea1f04fa09c","3.5","1"
"PCSE00582","US","Adventure Time: The Secret of the Nameless Kingdom","http://zeus.dl.playstation.net/cdn/UP2089/PCSE00582_00/IiactKOOoeCnUEhJCvraQejtJGShzvOCzIXGhIyIQuimbEGiWBUhxmdCTPoCIWMF.pkg","KO5ifR1dQ+eHBhgZWFhCTTW1MILYH+bqFxIa5Bri6esa4OiNz38BmwQrHjwosS3kSJ/G8iWuYTTGBzcAAB/wFIIA","UP2089-PCSE00582_00-ADVENTURETIMEPAK","2017-09-26 00:00:00","","371557824","a5d40400375659b619391128745d0aa419dea15149b276cc696577dc76b329ac","3.3","1"
"PCSE00905","US","Adventures of Mana","http://zeus.dl.playstation.net/cdn/UP0082/PCSE00905_00/UP0082-PCSE00905_00-ADVENTURESOFMANA_bg_1_45b9078770c7c47e28c01f8d87f4dada2957fd4c.pkg","KO5ifR1dQ+eHBgBdYQQ11dLAFGJ/mKtfSGiQa7C/m6+jnyM+//FePWdxTSskbNbd9fwlj0vaR2N8cAMAWdwVQwAA","UP0082-PCSE00905_00-ADVENTURESOFMANA","2017-09-26 00:00:00","","532325584","5fe7c4fd67dfc2b0f3a67ae4847cf3af883e22e639b62284198f8cf77bdd1412","3.6","1"
"PCSE00844","US","Aegis of Earth: Protonovus Assault","http://zeus.dl.playstation.net/cdn/UP1024/PCSE00844_00/UP1024-PCSE00844_00-ACQUIRESTIIM0001_bg_1_1e864d212385e6232e2e25f5153fc0836f69bb5f.pkg","KO5ifR1dQ+eHBhgaGJlATbUwMQHb7xwY6hnkGhzi6ekLshOf/6acabnN4vVrlqAL66st81J5R2N8cAMA9G8UcAAA","UP1024-PCSE00844_00-ACQUIRESTIIM0001","2017-09-26 00:00:00","","784376016","87272fdfc33bae629eab6e84ef76009c658b48805da81b047d33bacc8483d91d","3.55","1"
"PCSE00628","US","AeternoBlade","http://zeus.dl.playstation.net/cdn/UP4252/PCSE00628_00/UP4252-PCSE00628_00-AETERNOBLADE0001_bg_1_4dff551e37174d56a65ab11c364510bea0127467.pkg","KO5ifR1dQ+eHBpgYmRpBTTUzsgDb7xriGuTn7+Tj6AKyyhCf/1pL/yUv47DcGVb3tr9y6pMzozE+uAEA8F0VrAAA","UP4252-PCSE00628_00-AETERNOBLADE0001","2017-10-22 05:00:53","","527982288","be5ee53f31a32ebe468b51e2fc41b7e9069d9bdf2ecf19baec90c27bf3e130d6","3.35","1"
"PCSE00362","US","Age of Zombies","http://zeus.dl.playstation.net/cdn/UP2106/PCSE00362_00/ogZtZXKImsFLZekAVADvClMFIxQWuDKZoIyEvWgJZJxZcnWxMuNtpzUmvWeuRKXp.pkg","KO5ifR1dQ+eHBhgZGphBTTU2MwLb7x9lgAzw+Y+DeSE7t+7sa+m1nw76Z765MMijg3mkp0cAqrsTNwAA","UP2106-PCSE00362_00-AOZ0000000000000","2018-06-12 03:59:32","","41882720","4459b1ef8727a79a9fdf471d4309545f5da4ada6deda51d9a1b09068b6651347","3","1"
"PCSE00980","US","Air Race Speed (3.61+!) [3.61]","http://zeus.dl.playstation.net/cdn/UP2833/PCSE00980_00/UP2833-PCSE00980_00-AIRRACESPEEDUSA0_bg_1_aafdb57bb45d3babeab49875e85f12301d71dbd4.pkg","KO5ifR1dQ+eHBhhZGBtDTbW0gNjvGRTk6OwaHODq6hIKNA2f/7SLJpytdVj67rmc/Kr1c2+xjsb44AYAVu0VRAAA","UP2833-PCSE00980_00-AIRRACESPEEDUSA0","2018-03-17 04:29:39","","265092672","52d56738188e3bd9ff921704857b2cc687bb29355e49b8032edfebbcdfd8428c","3.61","1"
"PCSE00927","US","Akiba's Beat (3.61+!) [3.63]","http://zeus.dl.playstation.net/cdn/UP1023/PCSE00927_00/UP1023-PCSE00927_00-0000000000000000_bg_1_d616dd2f61812940f6ed7cff3136b0e73ce8e2a7.pkg","KO5ifR1dQ+eHBhgaGBlDTbU0MgfZb4AG8PlvTUaT4+Qj5Y8Xeot84Do/W3U0xgc3AAA03BOI","UP1023-PCSE00927_00-0000000000000000","2018-03-10 10:25:35","","3305204032","61ba0a5e98d9874e9069a82083048cb843c119f3bc6231957f998f861cfb6e73","3.63","1"
"PCSE00428","US","Akiba's Trip 2: Undead & Undressed","http://zeus.dl.playstation.net/cdn/UP1023/PCSE00428_00/pAGZLDgJRXBpEgrrSmYNqOgQkvOOJbTOMtfNkmQKgKziSywEKQdOzXtbpUAtIDlW.pkg","KO5ifR1dQ+eHBhgaGBlDTTUxsgDbHxBggAzw+e9mrvLUA8ufCy5u2VV3NuC52WiMD24AAD1RFLoA","UP1023-PCSE00428_00-APP0000000000000","2017-09-26 00:00:00","","2723543120","fe05ed0ef9ebd25cadf1c5c9d2188a7125b855f5969cfab28df117d68aed9cfe","3.15","1"
"PCSE00210","US","Alien Breed","http://zeus.dl.playstation.net/cdn/UP4064/PCSE00210_00/TrXftAlbWBWQbRzwZkuPanEDVMLbxlLRhzZEEGVKWoknmggnFtdJaZgmOVuMVUIi.pkg","KO5ifR1dQ+eHBpgYmJlATTUyBNtvgAScHINd8fnv1P5Mu7Kpy16dsF26U/fP+wWjMT64AQDQMRWx","UP4064-PCSE00210_00-000000000000BASE","2017-11-18 07:20:12","","121072784","8061a6c508f5f094bccf4feb5b1f2aec079abcf3d69757faa2131439748da287","1.8","1"
"PCSE00445","US","Alien Shooter","http://zeus.dl.playstation.net/cdn/UP4384/PCSE00445_00/UP4384-PCSE00445_00-ALIENSHOOTER000U_bg_1_9b475d396a66d26b06d5d1b5caee0f8238b7fd8b.pkg","KO5ifR1dQ+eHBpgYW5hATTUxMQXb7+Pp6hfs4e8f4hoENCIUn/+CJqwV+SFSddHXI6vC+PjJK6MxPrgBANQcFPkA","UP4384-PCSE00445_00-ALIENSHOOTER000U","2018-03-29 03:22:59","","118151952","e2930222fe55a2802a300eeaf99d10aa1e038c5108f4804795edddd14a7d4be7","3.35","1"
"PCSE00887","US","Alone With You","http://zeus.dl.playstation.net/cdn/UP2150/PCSE00887_00/UP2150-PCSE00887_00-1ALONEWITHYOUPSV_bg_1_5024807c419d150c09fdade3b577e56845d57497.pkg","KO5ifR1dQ+eHBhgZmhpATbWwMAfZb+jo4+/nGu4Z4hHpHxoQHIbPf+feJ5TfTnsXcUT1T3N/Tu2v0Rgf3AAAttMXRQAA","UP2150-PCSE00887_00-1ALONEWITHYOUPSV","2017-09-26 00:00:00","","482669952","0d2ee2253217bed392d6454a48c29d5148bc9850e5259ca7aedd4afb9213133d","3.6","1"
"PCSE01172","US","Alteric (3.61+!) [3.65]","http://zeus.dl.playstation.net/cdn/UP1675/PCSE01172_00/UP1675-PCSE01172_00-SYPSVALTERIC0000_bg_1_35ec9fcb7b395cdf1ed43c523e3a43aa0da658d9.pkg","KO5ifR1dQ+eHBhiamZtCTDU0NDcC2R8cGRAc5ugT4hrkCTLaAJ//egOs+AI2Gt/dvvXQ7qdZjqGjMT64AQC7hxTq","UP1675-PCSE01172_00-SYPSVALTERIC0000","2018-05-06 20:28:58","","158630240","4127112a76160ff4e5859712f87c5277b947bb34b37789813eecb1ae2220ae48","3.65","1"
"PCSE01341","US","Alvastia Chronicles (3.61+!) [3.69]","http://zeus.dl.playstation.net/cdn/UP2500/PCSE01341_00/UP2500-PCSE01341_00-US0ALVASTIA0VITA_bg_1_013f822635854ef4788c52c3678beca37bddc683.pkg","KO5ifR1dQ+eHBhiZQlS7GhgamxiC7A8NNnD0CXMMDvF0NAjzDHHE57+uqFsXKnbs35K+Z8sZ+WPdL0djfHADAH98Fy0A","UP2500-PCSE01341_00-US0ALVASTIA0VITA","2018-10-24 21:32:38","","298912080","e93e917988a8b5f910f902a0e70b7b3a020f4a417d64c1a0b0f49eb04eb7d7dd","3.69","1"
"PCSE00647","US","Amnesia: Memories","http://zeus.dl.playstation.net/cdn/UP0031/PCSE00647_00/UP0031-PCSE00647_00-AMNESIAMEMORIES1_bg_1_e1fb17c47f909228070be6420624410ae09421e0.pkg","KO5ifR1dQ+eHBgDth5lqZmIOtt/XzzXY09HX1dc/yNM12BCf/65JScQ2nJj1JVH8boBb0atZlIUWy4bRFENbAAAP1RXU","UP0031-PCSE00647_00-AMNESIAMEMORIES1","2017-10-21 19:24:35","","2151106624","72e15696e910dbd682cc144c2d46a74f96a8e5697186b86f31a72ddaa0c5e6ee","3.5","1"
"PCSE00294","US","Angry Birds Star Wars","http://zeus.dl.playstation.net/cdn/UP0002/PCSE00294_00/bFlQQovIrSYcPvVtaONphWWjxeeBsUGFDjUPtquODwYJpqwQQYOtzjNtuOwmHpKo.pkg","KO5ifR1dQ+eHBsBsAZpqZGkCtt/PPSgyOCQo3DEo2NA4LASf/ywMK/bXJZytfZXYWX2hOKlhNMYHNwAApikVcQAA","UP0002-PCSE00294_00-ANGRYSTRWARS13VT","2017-12-27 22:58:40","","254784912","d6ef438e448d40754b950d5fa7afb855cb625dc13528946515b50b297eadeb17","2.61","1"
"PCSE00322","US","Angry Birds Trilogy","http://zeus.dl.playstation.net/cdn/UP4329/PCSE00322_00/qpWHJmGLphZKFvfQqCaGSctybJKMSPWhObxdLvBlIHRdtslxHdOYtweHfAqPnMWY.pkg","KO5ifR1dQ+eHBpgYG1lCTTU2MgLb7xQS5Onj7x5pYGhsYGZhgM9/PhollvLtxgUGDyfxvdqjcW80xgc3AAD6GRNO","UP4329-PCSE00322_00-ABTRILOGY0130680","2020-02-19 20:49:27","Angry Birds Trilogy","226677424","4a018b32d45046a1ea93c2ed7d8c65f6a6c877dd69b6077d4a859bc4156f8d06","2.61","1"
"PCSE00472","US","Another World: 20th Anniversary Edition","http://zeus.dl.playstation.net/cdn/UP4489/PCSE00472_00/xKxxvFWcKPxePbaavcAxkMOWCRyfRFWhdKwdJhmDhlxoeYVeptsyDkTeQqaKQzQQ.pkg","KO5ifR1dQ+eHBpiYWFhCTTUxNwLb7+cf4uEaFO4f5AMy0gCf/2Tm3NrSv+xhmsqbvbcX1n+oHY3xwQ0A6WcW1QAA","UP4489-PCSE00472_00-ANOTHERWORLD0000","2017-09-26 00:00:00","","114197312","8ba7dca839944578d154e5b72ae370cfa70c163f407cdf78511501c41ad91cdc","3.15","1"
"PCSE01147","US","Antiquia Lost (3.61+!) [3.65]","http://zeus.dl.playstation.net/cdn/UP2500/PCSE01147_00/UP2500-PCSE01147_00-ANTIQUIALPSVITA0_bg_1_8defb79f2b872e7a048dc888c648fcd957c6e0ae.pkg","KO5ifR1dQ+eHBhiZQlS7GhgampiD7fcL8QwM9XT0CQgO8wxxNMDnv+9tOvvl9i+Q2LDlhARHpdjK0Rgf3AAAV6oUowAA","UP2500-PCSE01147_00-ANTIQUIALPSVITA0","2018-05-11 17:03:58","","275963952","01fcd58e64b1174e012d2af61779401b8a33e5842143a3e54de46b5c896853fe","3.65","1"
"PCSE00540","US","AQUA KITTY - Milk Mine Defender DX","http://zeus.dl.playstation.net/cdn/UP4501/PCSE00540_00/aSIgAOVFXlZEmDOavbiYTqSGYJjMdNnVlNdovvXJWUglJMVESGnakuNaegmCVSvr.pkg","KO5ifR1dQ+eHBpiYwk01NQHbD7bIMTDU0dszJCTSJQKf/1Zq7hK55TJ54wqrgk3/9r+IGI3xwQ0ADJYVvwAA","UP4501-PCSE00540_00-00001AQUAKITTYDX","2017-11-18 07:21:18","","154892432","b1336283fb298c6d59e668dc65703104c20be007480a50ff5059ac59a063fc38","3.15","1"
"PCSE00598","US","AQUA KITTY - Milk Mine Defender DX (Soundtrack)","http://zeus.dl.playstation.net/cdn/UP4501/PCSE00598_00/LcRqzKeDxyegQlvBJlbsEByIgOuWYUxUshVdTAEPhoQUGPCPlcuiQfBBFeIfIOKA.pkg","KO5ifR1dQ+eHBpiYwk01tbQA2R/sH+rnEhLk6OxtYODo7RKBz3+/FLw8znxly1XnjEnttlvlPxrjgxsAAJZyE5gA","UP4501-PCSE00598_00-SOUNDTRACK00AKDX","2019-01-05 04:58:13","AQUA KITTY DX Soundtrack","66545408","47127669a64731c453fbd0f53a9428852074179a947e6d04116038ac78a80e4c","3.35","1"
"PCSE00707","US","Ar nosurge Plus: Ode to an Unborn Star","http://zeus.dl.playstation.net/cdn/UP4108/PCSE00707_00/UP4108-PCSE00707_00-ARNOSURGE0MASTER_bg_2_0dcfebd6bbbc2739bb583df492b09f6cfbed0f7b.pkg","KO5ifR1dQ+eHBpgYGlhATTU3MAfbH+TnHxwa5O5q4OsYHOIahM9/jZpT3SuOewtWT9W5fSK1y2M0xgc3AADmcxRj","UP4108-PCSE00707_00-ARNOSURGE0MASTER","2017-09-26 00:00:00","","3191862880","716936556b2b01c67d96a955eaa436dbd5f8a8bffb1669e386ebcadb9c9c511e","3.5","1"
"PCSE00427","US","Arcana Heart 3: Love Max!!!!!","http://zeus.dl.playstation.net/cdn/UP1024/PCSE00427_00/rSbVCiVdSBLisVHuvRUPkNMBIWiqqlPpLdpKJHAlHzZNCzyxxCbFCmchYrrEKeKS.pkg","KO5ifR1dQ+eHBhgaGJlATTUxMgfbH+Ts6Ofo4eoYFGLs4x/mis9/wZyLKs/HlBl1bTB88KXcRWw0xgc3AAC9kxRQ","UP1024-PCSE00427_00-ARCANAHEART3LOVE","2017-09-26 00:00:00","","2120636960","8cdd17f273d675257f6427d26573df47fb9f01b09f1509ef3d3213af3f290516","3.15","1"
"PCSE00006","US","Army Corps of Hell","http://zeus.dl.playstation.net/cdn/UP0082/PCSE00006_00/qtPdYxSECdDkymAyKOlZgcdFsmsEhzZoLNIWtePLavMCSoTBKDNwtIrRvPsJlUFswNKcHKtsibXFOKcQiTjinwTnRuGkyqAcdJxSt.pkg","KO5ifR1dQ+eHBgBdYQQz1cAMbH+Qb6Szf1BAsL+bh6uPjx8+/+k3ZRZsEzip/CVAROvDQW+X0Rgf3AAAnKwUNQAA","UP0082-PCSE00006_00-ARMYCORPSOFHELLN","2018-03-07 10:05:35","","655195696","ab534519052bd9f2d4590a8b45eb8a7a6c467857430352185a09ff4ca461fbd5","1.06","1"
"PCSE01379","US","Asdivine Dios (3.61+!) [3.69]","http://zeus.dl.playstation.net/cdn/UP2500/PCSE01379_00/UP2500-PCSE01379_00-US0ADIOS0000VITA_bg_1_4683ea0b6b99fd8589b6d20410c6f679472fcfc6.pkg","KO5ifR1dQ+eHBhiZQlS7Ghgam1uC7A8NNnB08fQPBlkY5hniiM9/uf33Lkrtdny2OS1COUPBaP5ojA9uAACy0RRK","UP2500-PCSE01379_00-US0ADIOS0000VITA","2019-07-02 18:04:59","Asdivine Dios","300147584","","3.69","1"
"PCSE00968","US","Asdivine Hearts (3.61+!) [3.63]","http://zeus.dl.playstation.net/cdn/UP2500/PCSE00968_00/UP2500-PCSE00968_00-US0AHEARTS00VITA_bg_1_3f7231dcb88d49b1cbc1d36c3ba0e45f62d97b3a.pkg","KO5ifR1dQ+eHBhiZQlQDTbU0swDZHxps4Ojh6hgUEmxgEOYZ4ojPf3cDFTvW7Lcz3qS733C+9/ptozE+uAEAe0QUwgAA","UP2500-PCSE00968_00-US0AHEARTS00VITA","2018-03-10 23:44:05","","253243152","76feeca32d32fe2941b09fa84499a3ce57f9d2f5ebfdb9ebd88d205552dfde54","3.63","1"
